tag,category,aliases,zh,count,notes
chainsaw_man,3,chainsawman|chainsawmanfanart|链锯人,电锯人,45333,藤本树的漫画，2019年起连载，2022年由MAPPA改编为动画
idolmaster_(classic),3,アイドルマスター|爱马仕,偶像大师 经典,44262,以765 Production偶像为中心的原版偶像大师作品群
boku_no_hero_academia,3,bokunoheroacademia|my_hero_academia|myheroacademia|我英|英雄学院,我的英雄学院,43919,堀越耕平的英雄战斗漫画，2014至2024年在少年Jump连载
fate/stay_night,3,fate/staynight|fate_stay_night|fatestaynight|命运守护夜,Fate/stay night,43814,Type-Moon 2004年推出的18禁视觉小说，Fate系列首作
yu-gi-oh!,3,Yu-Gi-Oh!|yu-gi-oh|yu-gi-ou|yu-gi-ou!|yugioh|yugioh!|yuu-gi-ou|yuugioh|游☆戯☆王|游戯王|现代游戯王|遊☆戯☆王,游戏王,43797,高桥和希创作的漫画及多媒体企划，核心为决斗怪兽卡牌游戏
final_fantasy_vii,3,FF7|ff7|ffvii|final_fantasy_7|finalfantasy7|finalfantasyvii|最终幻想VII,最终幻想7,40946,《最终幻想》系列第七作，1997年在PS发售，系列首部3D作品
bang_dream!_it's_mygo!!!!!,3,BanG Dream! It's MyGO!!!!!|MyGO|bang|bang_dream!_ave_mujica|bang_dream!_ave_mujica_the_die_is_cast|dream!|mygo|mygo!!!!!|迷子|迷途之子!!!!!,MyGO!!!!!,39311,《BanG Dream!》系列动画，2023年播出，描写乐队MyGO的结成
love_live!_school_idol_project,3,学园偶像计划,Love Live! 学园偶像计划,38924,《Love Live!》系列首作，讲述音乃木坂学院九名少女组成μ's的故事
the_legend_of_zelda,3,legend_of_zelda|legendofzelda|thelegendofzelda|zelda_no_densetsu|ゼルダの伝説|萨尔达传说,塞尔达传说,38214,任天堂的奇幻动作冒险游戏系列，由宫本茂创作
love_live!_hasu_no_sora_jogakuin_school_idol_club,3,link!_like!_love_live!|love_live!_hasunosora_jogakuin_school_idol_club,Love Live! 莲之空女学院学园偶像俱乐部,36651,《Love Live!》系列第五作，2023年以手机应用与虚拟主播企划展开
neon_genesis_evangelion,3,EVA|eva|evangelion|neongenesisevangelion|nge|shin_seiki_evangelion|天鹰战士,新世纪福音战士,35638,庵野秀明执导的机甲动画，1995年播出，描写少年少女驾驶EVA对抗使徒
limbus_company,3,Limbus Company|limbus-company|limbus_comapany|limbus_comapny|limbuscomapany|limbuscomapny|limbuscompany|边狱巴士,边狱公司,35390,韩国Project Moon的扭蛋游戏，主角为失去记忆的但丁，为公司第三作
league_of_legends,3,LOL|artoflegends|leagueoflegends,英雄联盟,35034,Riot Games开发的美国MOBA游戏，以众多英雄与皮肤世界观著称
fire_emblem_heroes,3,FEH|feheroes|fireemblemheroes|火焰纹章英雄,火焰之纹章 英雄,34694,任天堂发行的《火焰之纹章》系列战棋抽卡手游，2017年上线
pokemon_sword_and_shield,3,pokemon_shield|pokemon_sword|pokemon_swsh,宝可梦 剑／盾,34538,第八世代宝可梦游戏，2019年发售，舞台为以英国为原型的伽勒尔地区
final_fantasy_xiv,3,FF14|ff14|ffxiv|finalfantasy14|最终幻想XIV,最终幻想14,34496,《最终幻想》系列第二款MMORPG，后以《重生之境》重启
street_fighter,3,streetfighter|快打旋风|街霸,街头霸王,33790,Capcom 的竞技格斗游戏系列，以双人对战与必杀技系统为特色
splatoon_(series),3,splatfest|splatoon|splatoonfanart|splatsona|喷射战士,斯普拉遁,33485,任天堂的第三人称射击游戏系列，以鱿鱼人角色的涂地对战为特色
idolmaster_million_live!,3,idolmaster_million_live|million_live|ミリシタ|偶像大师百万现场|百万现场,偶像大师 百万现场!,33014,偶像大师的手机社交游戏分支，2013年起运营
pokemon_scarlet_and_violet,3,pokemon_scarlet|pokemon_sv|pokemon_violet,宝可梦 朱／紫,32486,第九世代宝可梦游戏，2022年发售，舞台为以西班牙为原型的帕底亚地区
ragnarok_online,3,RO|ragnarok|ro,仙境传说,32176,重力社2002年推出的韩国MMORPG，改编自李命进同名漫画
fire_emblem:_three_houses,3,fire_emblem:_fuukasetsugetsu|fireemblemthreehouses|火焰纹章 风花雪月|火焰纹章风花雪月|风花雪月,火焰之纹章 风花雪月,31661,《火焰之纹章》系列第16作，2019年登陆Nintendo Switch
bocchi_the_rock!,3,bocchitherock|ぼっち・ざ・ろっく!|孤独摇滚!,孤独摇滚!,31531,はまじあき的四格漫画，2022年由CloverWorks改编为动画
mario_(series),3,mario|mario_bros|mariobros|supermariobros|超级玛丽|超级玛丽（系列）|超级马里奥|超级马里奥（系列）|马里奥|马里奥（系列）,马力欧,30995,任天堂以马力欧为主角的游戏系列，含多部衍生作品
dragon_ball,3,dragonball|dragonballfanart|七龙珠,龙珠,30120,鸟山明创作的漫画与多媒体系列，围绕七颗龙珠的冒险
project_sekai,3,Project SEKAI|pjsekai|projectsekai|世界计划|啤酒烧烤,世界计划 缤纷舞台,29639,SEGA与Colorful Palette的移动端节奏游戏，收录Vocaloid曲目
xenoblade_chronicles_(series),3,xenoblade|xenoblade_(series)|异度之刃,异度神剑,29262,Monolith Soft开发的日式RPG系列，首作2010年登陆Wii
marvel,3,Marvel|marvel_cinematic_universe|marvelcomics|漫威电影宇宙,漫威,28510,1939年创立的美国漫画公司，出版蜘蛛侠等超级英雄作品
utau,3,utauloid,UTAU,28365,免费的歌声合成软件，允许用户用自己的声音制作音源库
toaru_majutsu_no_index,3,a_certain_magical_index|to_aru_majutsu_no_index|とある魔術の禁書目録|魔禁,魔法禁书目录,27781,镰池和马创作、灰村清孝插画的轻小说系列，舞台是学园都市
princess_connect!,3,priconne|princess_connect!_re:dive|princessconnectredive|プリコネ|公主连接|公主连结Re:Dive|超异域公主连结,公主连结,27632,Cygames的动画RPG手游，以公会与少女们的冒险为题材
k-on!,3,K-ON!|k-on|k-on!!|keion|keion!|kon!|けいおん!,轻音少女,27415,かきふらい的四格漫画，京都动画改编为两季动画
pokemon_(anime),3,anipoke|神奇宝贝|精灵宝可梦,宝可梦（动画）,27314,宝可梦系列的电视动画，改编自游戏，围绕小智等人的旅途展开
sousou_no_frieren,3,Frieren|frieren|frieren:_beyond_journey's_end|frierenbeyondjourneysend|sousounofrieren|芙莉莲,葬送的芙莉莲,26787,山田钟人原作、阿部司作画的漫画，讲述魔法使芙莉莲的旅程
danganronpa_2:_goodbye_despair,3,dangan-ronpa_2|dangan_ronpa_2|danganronpa2|danganronpa_2|super_dangan-ronpa_2|super_dangan_ronpa_2|super_danganronpa_2|弹丸论破2|弹丸论破2 再见了绝望学园|枪弹辩驳2|超弾丸论破2【腐】|超级弹丸论破2 再见了绝望学园,超级弹丸论破2 再见了绝望学园,26762,《弹丸论破》系列第二作，2012年发行，舞台为贾巴沃克岛
gakuen_idolmaster,3,gakumas|学マス,学园偶像大师,26470,《偶像大师》系列的偶像养成手游，2024年上线，由 QualiArts 开发
naruto_(series),3,NARUTO|naruto|火影|火影忍者（系列）,火影忍者（系列）,26363,岸本齐史创作的忍者题材漫画与动画系列
world_witches_series,3,w_witch|ワールドウィッチーズ|世界魔女系列,世界魔女,25733,岛田文金创作的跨媒体企划，以架空二战与魔女飞行员为题材
lyrical_nanoha,3,リリカルなのは,魔法少女奈叶,25718,以《Triangle Heart》为起点的动画与漫画系列，讲述奈叶的魔法战斗
suzumiya_haruhi_no_yuuutsu,3,suzumiya_haruhi_no_yuutsu|the_melancholy_of_haruhi_suzumiya|凉宫春日|涼宮ハルヒの憂鬱,凉宫春日的忧郁,25510,谷川流创作、伊东杂音插画的轻小说，京都动画改编为2006年动画与剧场版
danganronpa_v3:_killing_harmony,3,danganronpa_v3|new_danganronpa_v3|弹丸论破V3 大家的自相残杀新学期|新弹丸论破V3 大家的自相残杀新学期|枪弹辩驳V3,新弹丸论破V3 大家的自相残杀新学期,24993,《弹丸论破》系列第三部正统作，以谎言与真实为主题
voiceroid,3,ボイスロイド,VOICEROID,24401,AH-Software开发的语音合成软件，2009年发布
pokemon_sun_and_moon,3,pokemon_moon|pokemon_sm|pokemon_sun,宝可梦 太阳／月亮,24307,第七世代宝可梦游戏，2016年发售，舞台为以夏威夷为原型的阿罗拉地区
reverse:1999,3,backtothefuture1999|reverse1999|reverse1999fanworkcontest|重返未来|重返未来1999|重返未来:1999,重返未来：1999,23844,Bluepoch开发的手机RPG，以英国配音与复古神秘学风格为特色
jujutsu_kaisen,3,jjk|jujutsukaisen|呪術廻戦|咒术|咒术回戦|梦术回戦,咒术回战,23810,芥见下下的漫画，2018年起连载，MAPPA改编为动画
mega_man_(series),3,Mega Man|Rockman|mega_man|megaman|rock_man|rockman,洛克人,23586,卡普空的横版动作游戏系列，在日本名为Rockman
love_live!_sunshine!!,3,lovelivesunshine|ラブライブ! サンシャイン!!|水团,Love Live! Sunshine!!,23376,《Love Live!》系列第二作，讲述浦之星女学院少女组成Aqours的故事
omori,3,omoriart|omorifanart|omorigame,OMORI,23085,OMOCAT制作的角色扮演游戏，融合超现实、冒险与心理恐怖元素
guilty_gear,3,GG|guiltygear|圣骑士之战,罪恶装备,22742,Arc System Works的格斗游戏系列，以摇滚金属乐与华丽画面著称
re:zero_kara_hajimeru_isekai_seikatsu,3,Re0|re:zero|re:zero_-_starting_life_in_another_world|re_zero|rezero|从零开始的异世界生活,Re:从零开始的异世界生活,22735,长月达平的轻小说，2016年动画化，主角为菜月昴
fate/extra,3,フェイト/エクストラ,Fate/EXTRA,22254,2010年发售的PSP角色扮演游戏，Fate系列的外传
fire_emblem_fates,3,fire_emblem_if|火焰纹章if,火焰之纹章 if,22129,《火焰之纹章》系列第14作，登陆Nintendo 3DS
kono_subarashii_sekai_ni_shukufuku_wo!,3,KonoSuba|kono_subarashii_sekai_ni_shukufuku_o!|konosuba|konosuba:_god's_blessing_on_this_wonderful_world!|このすば|素晴,为美好的世界献上祝福!,22091,晓夏目创作的搞笑轻小说，讲述转生异世界的和真与同伴的冒险
love_live!_nijigasaki_high_school_idol_club,3,perfect_dream_project|ニジガク|虹咲学园偶像同好会|虹团,Love Live! 虹咲学园学园偶像同好会,21938,《Love Live!》系列第三作，以虹咲学园的同好会与个人偶像为主题
digimon,3,数码兽|数码暴龙,数码宝贝,21535,源自电子宠物怪物的多媒体企划，含游戏与多部动画
xenoblade_chronicles_2,3,xenoblade2|xenoblade_2|xenobladechronicles2|异度之刃2,异度神剑2,21464,2017年Switch平台RPG，舞台为云海之上的巨神兽世界
bleach,3,BLEACH|境·界,死神,20899,久保带人的战斗漫画与动画，讲述黑崎一护成为死神后的冒险
monogatari_(series),3,物语,物语系列,20849,西尾维新创作、Vofan插画的轻小说系列，含多部动画改编
tales_of_(series),3,时空幻境,传说系列,20797,万代南梦宫自1995年起推出的动作角色扮演游戏系列
real_life,3,実在人物|有名人|欧美明星|现实|真人|真实世界|真实人物,现实人物,20777,指以现实中的名人或公众人物为对象的插画
kimetsu_no_yaiba,3,demon_slayer:kimetsu_no_yaiba|demon_slayer_(series)|鬼滅の刃|鬼灭,鬼灭之刃,20546,吾峠呼世晴在《周刊少年Jump》连载的漫画，ufotable 改编为动画与剧场版
dragon_quest,3,DQ|dragonquest|ドラゴンクエスト,勇者斗恶龙,20304,艾尼克斯开发、鸟山明负责角色设计的日本角色扮演游戏系列
senran_kagura,3,senran_kagura_(series),闪乱神乐,20102,Marvelous的忍者少女题材游戏系列，2013年动画化
utdr_(toby_fox),3,utdr,UTDR,19885,Toby Fox的《Undertale》与《Deltarune》的合称
overwatch,3,OW（俗称）|overwatch2|overwatch2fanart|overwatchfanart|守望先锋2|斗阵特攻（港台）,守望先锋,19776,暴雪2016年推出的英雄射击游戏，以团队对抗与多元英雄为特色
bishoujo_senshi_sailor_moon,3,sailor_moon|sailormoon|水兵月（旧译）,美少女战士,19418,武内直子的魔法少女漫画及多媒体系列，以水手战士为主题
pokemon_black_and_white,3,pokemon_black|pokemon_bw|pokemon_white,宝可梦 黑／白,19353,第五世代宝可梦游戏，舞台为合众地区，2010年在日本发售
sword_art_online,3,SAO,刀剑神域,19166,川原砾创作的轻小说系列，衍生多部漫画、游戏与三季动画
sonic_(series),3,sonic|sonic_fanart|sonic_the_hedgehog|sonicart|sonicfanart|sonicnews|sonicpict|sonicthehedgehog|音速小子（港台）,索尼克,18236,世嘉的招牌游戏系列，1991年推出，以高速动作为特色
strike_witches,3,第501统合战斗航空团,强袭魔女,17634,以二战为背景、少女们以魔女之力对抗异形入侵的轻小说与动画系列
toaru_kagaku_no_railgun,3,a_certain_scientific_railgun|to_aru_kagaku_no_railgun|超炮（简称）,某科学的超电磁炮,17451,镰池和马原作、冬川基作画的外传漫画及动画，主角为御坂美琴
persona_5,3,P5|persona5,女神异闻录5,17432,Atlus开发的角色扮演游戏，讲述怪盗团在东京改心他人的故事
touken_ranbu,3,torabu|刀剑乱舞-ONLINE-|刀剣乱梦|刀剣乱腐|刀剣乱舞|刀剣男士|圣杯乱舞,刀剑乱舞,17426,Kadokawa与Nitroplus开发的刀剑拟人化养成游戏，2015年上线
final_fantasy_vii_remake,3,ff7remake|ffviiremake|finalfantasy7remake|finalfantasyviiremake|最终幻想VII重制版,最终幻想7 重制版,17173,2020年发售的《最终幻想7》多部曲重制计划首作，聚焦米德加
fate/apocrypha,3,fateapo|fateapocrypha,Fate/Apocrypha,17161,东出佑一郎执笔、近卫乙嗣插画的《Fate》系列轻小说
fire_emblem_awakening,3,fire_emblem:_kakusei|fire_emblem_kakusei|fireemblemawakening|火焰之纹章 觉醒（港台）,火焰纹章 觉醒,16937,《火焰之纹章》系列3DS平台作品，2012年在日本发售
science_adventure,3,scienceadventure|科学ADV系列|科学冒险系列,科学ADV,16893,5pb.与Nitroplus合作的多媒体科幻企划，含命运石之门等
nier_(series),3,nier|尼尔系列,尼尔系列,16868,由《龙背上的骑兵》结局延伸出的动作RPG系列，含尼尔、机械纪元与转生
pokemon_diamond/pearl/platinum,3,pokemon_diamond|pokemon_diamond_and_pearl|pokemon_dp|pokemon_dpp|pokemon_dppt|pokemon_pearl,宝可梦 钻石／珍珠／白金,16790,第四世代宝可梦游戏，舞台为神奥地区，后推出Switch重制版
gochuumon_wa_usagi_desu_ka?,3,gochiusa|点兔（简称）|请问您今天要来点兔子吗?,请问您今天要来点兔子吗,16773,Koi 的四格漫画，描绘咖啡店少女们的日常，改编动画
spy_x_family,3,spy_family|spyfamily|spyxfamily|间谍家家酒（港台）,间谍过家家,16770,远藤达哉的漫画，讲述间谍、杀手与超能力者组成的伪家庭
the_king_of_fighters,3,KOF|kingoffighters|kof|thekingoffighters|格斗之王|格斗天王（港台）,拳皇,16703,SNK的格斗游戏系列，集结饿狼传说、龙虎之拳等作品的角色
nijisanji_en,3,NIJISANJI EN|tarotsanjien|虹EN（简称）,彩虹社EN,16676,NIJISANJI的英语分部，2021年5月设立
arknights:_endfield,3,arknights:endfield|arknightsendfield|endfield|endfieldcreators|endfieldreleasecc|明日方舟:终末地|明日方舟终末地|终末地|终末地公测,明日方舟：终末地,16665,《明日方舟》的3D角色扮演衍生游戏，舞台为塔卫二
touhou_(pc-98),3,东方PC-98|东方Project旧作|东方旧作,东方旧作,16575,东方Project最早在NEC PC-9801平台推出的五部作品
kill_la_kill,3,killlakill|双斩少女（港台）,斩服少女,16359,TRIGGER 制作、今石洋之执导的2013年原创动画，以战斗与制服为主题
idolmaster_cinderella_girls_starlight_stage,3,灰姑娘女孩 星光舞台,偶像大师 灰姑娘女孩 星光舞台,16294,灰姑娘女孩的节奏手机游戏，含3D演出
fate/zero,3,fate_zero,Fate/Zero,16148,虚渊玄执笔的《Fate/stay night》前传小说，讲述十年前的故事
tsukihime,3,shingetsutan_tsukihime|月姫|真月谭 月姬（动画版译名）,月姬,15929,TYPE-MOON2000年发售的同人视觉小说，奈须蘑菇编剧、武内崇作画
persona_4,3,P4|persona4,女神异闻录4,15721,2008年发售的PlayStation 2角色扮演游戏，以乡间小镇的连续杀人案为主线
persona_3,3,P3|persona3,女神异闻录3,15486,Atlus2006年推出的PlayStation 2角色扮演游戏，以影时间与人格面具为题材
kirby_(series),3,hoshi_no_kirby|kirby30thfest|卡比之星（旧译）,星之卡比系列,15429,任天堂与HAL研究所的横版动作游戏系列，以卡比及其复制能力为标志
shingeki_no_kyojin,3,attack_on_titan,进击的巨人,15301,谏山创的漫画，描写人类与巨人的战斗，WIT与MAPPA先后改编动画
alien_stage,3,ALIEN STAGE（原名）|alienstage|血鬼舞台,异形舞台,15122,VIVINOS与Qmeng创作的韩国网络动画音乐企划，参赛者以歌声决生死
code_geass,3,code_geass_hangyaku_no_lelouch_r2|反叛的鲁路修（旧译）|反叛的鲁鲁修|叛逆的鲁鲁修,叛逆的鲁路修,15074,Sunrise 制作的动画，2006年首播，讲述获得 Geass 之力的鲁路修的反抗
bang_dream!_girls_band_party!,3,,BanG Dream! 少女乐团派对！,14787,《BanG Dream!》企划的节奏手游，2017年上线
nier:automata,3,automata|neirautomata|nier_automata|nierautomata|尼尔:自动人形|尼尔机械纪元|尼尔：自动人形（港台）,尼尔：机械纪元,14704,白金工作室开发、Square Enix的动作RPG，2017年发售，描写人造人与机械生命体之战
danganronpa:_trigger_happy_havoc,3,danganronpa_1|danganronpa_trigger_happy_havoc|弹丸论破1（简称）|枪弹辩驳 希望学园与绝望高中生（港台）,弹丸论破 希望学园与绝望高中生,14658,Spike 2010年发行的推理冒险游戏，系列首作，2013年动画化
lucky_star,3,luckystar|幸运☆星,幸运星,14606,美水镜的四格漫画，2007年由京都动画改编，描绘御宅少女的校园日常
overwatch_1,3,守望先锋（初代）,守望先锋1,14470,暴雪2016年推出的初代英雄射击游戏，2022年由续作取代
dc_comics,3,DC（简称）|dc|dc_cinematic_universe|dc_extended_universe|dc_universe_(franchise)|dccomics,DC漫画,14455,美国老牌漫画出版公司，成立于1934年，拥有蝙蝠侠与超人
dungeon_meshi,3,delicious_in_dungeon|deliciousindungeon|dungeonmeshi|dunmeshi,迷宫饭,14449,九井谅子的奇幻美食漫画，2014至2023年连载，2024年动画化
neptune_(series),3,海王星系列,超次元游戏 海王星,14347,Idea Factory旗下Compile Heart的RPG系列，以游戏主机拟人化少女与游戏业界为题材
idolmaster_million_live!_theater_days,3,偶像大师 MILLION LIVE! 剧场时光,偶像大师 百万现场 剧场时光,14203,百万现场的节奏手机游戏，2017年上线
saibou_shinkyoku,3,Cell of Empireo（原名）|cell_of_empireo|细胞神曲【腐】,细胞神曲,14001,深尾工业制作的免费同人游戏，标题全称为细胞神曲-Cell of Empireo-
higurashi_no_naku_koro_ni,3,higurashi|when_the_cicadas_cry|暮蝉悲鸣时（港台）|蝉鸣之时（旧译）,寒蝉鸣泣之时,13955,07th Expansion的2002年悬疑视觉小说，系列首作
mahou_shoujo_no_majo_saiban,3,Magical Girl Witch Trials（官方英文名）|magical_girl_witch_trials|manosaba|魔法少女的魔女裁决|魔法少女的魔女裁判|魔法少女魔女审判|魔裁梦女,魔法少女的魔女审判,13887,Acacia于2025年7月发售的魔法少女视觉小说，含心理恐怖与死亡元素
go-toubun_no_hanayome,3,5-toubun_no_hanayome|5toubun|the_quintessential_quintuplets|五等分的花嫁|五等分的花嫁（旧译）,五等分的新娘,13865,春场葱的漫画，描绘上杉风太郎与五胞胎姐妹的恋爱喜剧，改编动画
pokemon_legends:_z-a,3,legendsz-a|pokemon_legends_za|pokemon_za|pokemonlegendsza|宝可梦传说ZA,宝可梦传说 Z-A,13810,宝可梦传说系列第二作，舞台为卡洛斯地区的密阿雷市
tokyo_afterschool_summoners,3,housamo|tokyo_houkago_summoners|东京放课后|东京放课后（简称）,东京放课后召唤师,13805,Lifewonders开发的LGBT向手机RPG，以东京为舞台的召唤师故事
dragon_ball_z,3,dragonball_z|dragonballz|七龙珠Z（港台）,龙珠Z,13687,龙珠第二部动画，讲述赛亚人篇起的剧情
resident_evil,3,biohazard|residentevil|恶灵古堡（港台）,生化危机,13643,卡普空的生存恐怖游戏系列，以生物灾害与伞公司为题材
vspo!,3,vspo,VSPO!,13601,Brave Group旗下的女性电竞选VTuber企划
ranma_1/2,3,ranma|ranma1/2|乱马|乱马½,乱马1/2,13578,高桥留美子的格斗恋爱漫画，1987年开始连载，并有动画改编
elden_ring,3,eldenring|eldenringfanart|老头环|老头环（俗称）,艾尔登法环,13261,FromSoftware开发、万代南梦宫发行的2022年动作RPG，宫崎英高执导
